,Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Число граней,Среднее значение числа рёбер в грани,Медианное значение числа рёбер в грани,Максимальное значение числа рёбер в грани,Минимальное значение числа рёбер в грани
66060,97.0,59.0,2.0,2.0,40.0,2.0,6.0,0.0,1.2164948453608246,1.0,1.0,3.0,True,3.0,39.333333333333336,8.0,103.0,7.0
66062,73.0,69.0,2.0,2.0,12.0,8.0,5.0,0.0,1.8904109589041096,2.0,1.0,4.0,True,9.0,15.333333333333334,8.0,76.0,3.0
66065,78.0,31.0,2.0,2.0,48.0,1.0,3.0,0.0,0.7948717948717948,1.0,0.0,3.0,True,2.0,31.0,31.0,59.0,3.0
66066,19.0,18.0,2.0,2.0,4.0,3.0,4.0,0.0,1.894736842105263,2.0,2.0,3.0,True,4.0,9.0,4.0,25.0,3.0
66067,9.0,16.0,3.0,2.0,1.0,8.0,6.0,2.0,3.5555555555555554,4.0,4.0,3.0,True,9.0,3.5555555555555554,4.0,4.0,3.0
66068,50.0,29.0,2.0,2.0,21.0,0.0,5.0,0.0,1.16,1.0,1.0,3.0,True,1.0,58.0,58.0,58.0,58.0
66070,40.0,36.0,2.0,2.0,9.0,5.0,5.0,0.0,1.8,2.0,1.0,3.0,True,6.0,12.0,5.0,44.0,4.0
66072,17.0,14.0,2.0,2.0,4.0,1.0,4.0,0.0,1.6470588235294117,1.0,1.0,3.0,True,2.0,14.0,14.0,24.0,4.0
66074,10.0,11.0,5.0,3.0,1.0,2.0,4.0,1.0,2.2,3.0,1.0,3.0,True,3.0,7.333333333333333,3.0,16.0,3.0
66076,77.0,60.0,2.0,2.0,20.0,3.0,4.0,0.0,1.5584415584415585,2.0,2.0,3.0,True,4.0,30.0,6.5,102.0,5.0
66077,11.0,11.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,True,3.0,7.333333333333333,4.0,14.0,4.0
66078,15.0,13.0,2.0,2.0,3.0,1.0,4.0,0.0,1.7333333333333334,2.0,1.0,3.0,True,2.0,13.0,13.0,20.0,6.0
66079,50.0,25.0,2.0,2.0,25.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,True,1.0,50.0,50.0,50.0,50.0
66081,16.0,12.0,2.0,2.0,4.0,0.0,4.0,0.0,1.5,1.0,1.0,2.0,True,1.0,24.0,24.0,24.0,24.0
66082,8.0,8.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,3.0,1.0,3.0,True,3.0,5.333333333333333,3.0,10.0,3.0
66084,68.0,53.0,2.0,2.0,17.0,2.0,5.0,0.0,1.5588235294117647,1.0,1.0,3.0,True,3.0,35.333333333333336,4.0,99.0,3.0
66086,11.0,13.0,6.0,3.0,1.0,3.0,4.0,1.0,2.3636363636363638,2.0,2.0,3.0,True,4.0,6.5,4.5,14.0,3.0
66089,42.0,5.0,2.0,2.0,37.0,0.0,3.0,0.0,0.23809523809523808,0.0,0.0,2.0,True,1.0,10.0,10.0,10.0,10.0
66090,43.0,16.0,2.0,2.0,27.0,0.0,4.0,0.0,0.7441860465116279,1.0,0.0,3.0,True,1.0,32.0,32.0,32.0,32.0
66091,29.0,16.0,2.0,2.0,14.0,1.0,3.0,0.0,1.103448275862069,1.0,1.0,3.0,True,2.0,16.0,16.0,24.0,8.0
66092,20.0,13.0,2.0,2.0,8.0,1.0,3.0,0.0,1.3,1.0,1.0,3.0,True,2.0,13.0,13.0,20.0,6.0
66094,33.0,16.0,2.0,2.0,19.0,2.0,4.0,0.0,0.9696969696969697,1.0,0.0,3.0,True,3.0,10.666666666666666,3.0,26.0,3.0
66095,51.0,14.0,2.0,2.0,37.0,0.0,2.0,0.0,0.5490196078431373,0.0,0.0,2.0,True,1.0,28.0,28.0,28.0,28.0
66096,26.0,2.0,2.0,2.0,24.0,0.0,2.0,0.0,0.15384615384615385,0.0,0.0,2.0,True,1.0,4.0,4.0,4.0,4.0
66097,20.0,19.0,2.0,2.0,4.0,3.0,5.0,0.0,1.9,2.0,2.0,3.0,True,4.0,9.5,4.5,25.0,4.0
66098,8.0,5.0,2.0,2.0,4.0,1.0,3.0,0.0,1.25,2.0,0.0,2.0,True,2.0,5.0,5.0,6.0,4.0
66099,11.0,11.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,True,3.0,7.333333333333333,4.0,14.0,4.0
66101,10.0,14.0,3.0,2.0,1.0,5.0,4.0,2.0,2.8,3.0,2.0,3.0,True,6.0,4.666666666666667,4.0,7.0,4.0
66102,36.0,11.0,2.0,2.0,25.0,0.0,3.0,0.0,0.6111111111111112,0.0,0.0,3.0,True,1.0,22.0,22.0,22.0,22.0
66103,40.0,9.0,2.0,2.0,31.0,0.0,3.0,0.0,0.45,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
66104,37.0,33.0,2.0,2.0,8.0,4.0,6.0,0.0,1.7837837837837838,1.0,1.0,3.0,True,5.0,13.2,6.0,42.0,4.0
66105,70.0,59.0,2.0,2.0,18.0,7.0,5.0,0.0,1.6857142857142857,1.0,1.0,3.0,True,8.0,14.75,7.5,69.0,3.0
66108,39.0,22.0,2.0,2.0,18.0,1.0,4.0,0.0,1.1282051282051282,1.0,1.0,3.0,True,2.0,22.0,22.0,41.0,3.0
66110,76.0,16.0,2.0,2.0,60.0,0.0,2.0,0.0,0.42105263157894735,0.0,0.0,3.0,True,1.0,32.0,32.0,32.0,32.0
66112,25.0,23.0,2.0,2.0,4.0,2.0,5.0,0.0,1.84,2.0,2.0,3.0,True,3.0,15.333333333333334,7.0,36.0,3.0
66114,64.0,16.0,2.0,2.0,48.0,0.0,3.0,0.0,0.5,0.0,0.0,2.0,True,1.0,32.0,32.0,32.0,32.0
66116,11.0,21.0,3.0,2.0,1.0,11.0,7.0,2.0,3.8181818181818183,4.0,4.0,4.0,True,12.0,3.5,3.0,6.0,3.0
66120,15.0,20.0,2.0,2.0,2.0,7.0,6.0,0.0,2.6666666666666665,2.0,2.0,4.0,True,8.0,5.0,3.5,15.0,3.0
66121,88.0,22.0,2.0,2.0,66.0,0.0,3.0,0.0,0.5,0.0,0.0,2.0,True,1.0,44.0,44.0,44.0,44.0
66122,55.0,31.0,2.0,2.0,25.0,1.0,4.0,0.0,1.1272727272727272,1.0,0.0,3.0,True,2.0,31.0,31.0,58.0,4.0
66123,42.0,41.0,2.0,2.0,6.0,5.0,4.0,0.0,1.9523809523809523,2.0,2.0,3.0,True,6.0,13.666666666666666,10.0,43.0,4.0
66124,11.0,9.0,2.0,2.0,3.0,1.0,3.0,0.0,1.6363636363636365,2.0,1.0,3.0,True,2.0,9.0,9.0,14.0,4.0
66125,8.0,7.0,2.0,2.0,2.0,1.0,3.0,1.0,1.75,2.0,2.0,2.0,True,2.0,7.0,7.0,10.0,4.0
66126,20.0,13.0,2.0,2.0,8.0,1.0,4.0,0.0,1.3,1.0,1.0,3.0,True,2.0,13.0,13.0,23.0,3.0
66127,18.0,16.0,2.0,2.0,5.0,3.0,5.0,0.0,1.7777777777777777,2.0,2.0,3.0,True,4.0,8.0,5.5,18.0,3.0
66128,12.0,20.0,4.0,2.0,1.0,9.0,6.0,2.0,3.3333333333333335,4.0,2.0,4.0,True,10.0,4.0,3.0,12.0,3.0
66131,12.0,21.0,4.0,2.0,1.0,10.0,6.0,1.0,3.5,4.0,3.0,4.0,True,11.0,3.8181818181818183,4.0,5.0,3.0
66132,13.0,8.0,2.0,2.0,6.0,1.0,3.0,0.0,1.2307692307692308,1.0,0.0,3.0,True,2.0,8.0,8.0,11.0,5.0
66134,13.0,26.0,4.0,2.0,1.0,14.0,7.0,1.0,4.0,4.0,4.0,5.0,True,15.0,3.466666666666667,3.0,7.0,3.0
66135,23.0,8.0,2.0,2.0,15.0,0.0,2.0,0.0,0.6956521739130435,1.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
66137,92.0,71.0,2.0,2.0,25.0,4.0,5.0,0.0,1.5434782608695652,2.0,2.0,4.0,True,5.0,28.4,7.0,111.0,5.0
66139,56.0,39.0,2.0,2.0,22.0,5.0,7.0,0.0,1.3928571428571428,1.0,1.0,4.0,True,6.0,13.0,6.0,52.0,3.0
66142,53.0,45.0,2.0,2.0,12.0,4.0,5.0,0.0,1.6981132075471699,2.0,2.0,4.0,True,5.0,18.0,5.0,67.0,5.0
66144,46.0,45.0,2.0,2.0,9.0,8.0,5.0,0.0,1.9565217391304348,2.0,1.0,3.0,True,9.0,10.0,5.0,45.0,3.0
66146,32.0,6.0,2.0,2.0,26.0,0.0,1.0,0.0,0.375,0.0,0.0,2.0,True,1.0,12.0,12.0,12.0,12.0
66148,8.0,8.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,True,2.0,8.0,8.0,13.0,3.0
66149,27.0,18.0,2.0,2.0,11.0,2.0,5.0,0.0,1.3333333333333333,1.0,1.0,3.0,True,3.0,12.0,5.0,28.0,3.0
66150,20.0,16.0,2.0,2.0,5.0,1.0,4.0,0.0,1.6,1.0,1.0,3.0,True,2.0,16.0,16.0,27.0,5.0
66152,89.0,59.0,2.0,2.0,31.0,1.0,7.0,0.0,1.3258426966292134,1.0,1.0,4.0,True,2.0,59.0,59.0,114.0,4.0
66153,47.0,49.0,2.0,2.0,6.0,8.0,5.0,0.0,2.0851063829787235,2.0,3.0,3.0,True,9.0,10.88888888888889,6.0,50.0,4.0
66155,67.0,26.0,2.0,2.0,41.0,0.0,3.0,0.0,0.7761194029850746,0.0,0.0,3.0,True,1.0,52.0,52.0,52.0,52.0
66157,22.0,16.0,2.0,2.0,8.0,2.0,4.0,0.0,1.4545454545454546,2.0,2.0,3.0,True,3.0,10.666666666666666,4.0,25.0,3.0
66158,61.0,53.0,2.0,2.0,12.0,4.0,4.0,0.0,1.7377049180327868,2.0,1.0,3.0,True,5.0,21.2,9.0,76.0,5.0
66161,10.0,16.0,3.0,2.0,1.0,7.0,5.0,2.0,3.2,3.0,3.0,3.0,True,8.0,4.0,4.0,6.0,3.0
66162,7.0,11.0,2.0,2.0,1.0,5.0,5.0,2.0,3.142857142857143,3.0,3.0,4.0,True,6.0,3.6666666666666665,4.0,4.0,3.0
66163,93.0,13.0,2.0,2.0,80.0,0.0,2.0,0.0,0.27956989247311825,0.0,0.0,2.0,True,1.0,26.0,26.0,26.0,26.0
66164,27.0,31.0,2.0,2.0,4.0,8.0,5.0,0.0,2.2962962962962963,3.0,3.0,4.0,True,9.0,6.888888888888889,5.0,19.0,3.0
66165,10.0,10.0,2.0,2.0,3.0,3.0,5.0,0.0,2.0,2.0,3.0,3.0,True,4.0,5.0,4.5,8.0,3.0
66166,18.0,13.0,2.0,2.0,5.0,0.0,6.0,0.0,1.4444444444444444,1.0,1.0,3.0,True,1.0,26.0,26.0,26.0,26.0
66167,17.0,13.0,2.0,2.0,4.0,0.0,3.0,0.0,1.5294117647058822,1.0,1.0,3.0,True,1.0,26.0,26.0,26.0,26.0
66168,11.0,16.0,3.0,2.0,1.0,6.0,7.0,1.0,2.909090909090909,2.0,2.0,4.0,True,7.0,4.571428571428571,4.0,11.0,3.0
66169,30.0,36.0,2.0,2.0,2.0,8.0,5.0,0.0,2.4,2.0,3.0,4.0,True,9.0,8.0,6.0,27.0,3.0
66171,32.0,8.0,2.0,2.0,24.0,0.0,1.0,0.0,0.5,1.0,0.0,2.0,True,1.0,16.0,16.0,16.0,16.0
66172,70.0,8.0,2.0,2.0,62.0,0.0,2.0,0.0,0.22857142857142856,0.0,0.0,3.0,True,1.0,16.0,16.0,16.0,16.0
66173,25.0,26.0,2.0,2.0,4.0,5.0,5.0,0.0,2.08,2.0,2.0,4.0,True,6.0,8.666666666666666,6.0,28.0,3.0
66175,28.0,26.0,2.0,2.0,5.0,3.0,3.0,0.0,1.8571428571428572,2.0,2.0,3.0,True,4.0,13.0,8.0,30.0,6.0
66176,7.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,True,3.0,4.666666666666667,3.0,8.0,3.0
66177,10.0,13.0,2.0,2.0,2.0,5.0,5.0,0.0,2.6,3.0,3.0,3.0,True,6.0,4.333333333333333,4.0,8.0,3.0
66178,52.0,22.0,2.0,2.0,31.0,1.0,4.0,0.0,0.8461538461538461,1.0,0.0,3.0,True,2.0,22.0,22.0,38.0,6.0
66179,66.0,53.0,2.0,2.0,16.0,3.0,5.0,0.0,1.606060606060606,1.0,1.0,4.0,True,4.0,26.5,8.5,84.0,5.0
66181,64.0,15.0,2.0,2.0,49.0,0.0,2.0,0.0,0.46875,0.0,0.0,2.0,True,1.0,30.0,30.0,30.0,30.0
66182,34.0,10.0,2.0,2.0,24.0,0.0,2.0,0.0,0.5882352941176471,0.0,0.0,2.0,True,1.0,20.0,20.0,20.0,20.0
66183,85.0,16.0,2.0,2.0,69.0,0.0,4.0,0.0,0.3764705882352941,0.0,0.0,2.0,True,1.0,32.0,32.0,32.0,32.0
66184,22.0,17.0,2.0,2.0,6.0,1.0,4.0,0.0,1.5454545454545454,1.0,1.0,4.0,True,2.0,17.0,17.0,27.0,7.0
66185,92.0,42.0,2.0,2.0,50.0,0.0,3.0,0.0,0.9130434782608695,1.0,0.0,3.0,True,1.0,84.0,84.0,84.0,84.0
66187,89.0,41.0,2.0,2.0,48.0,0.0,4.0,0.0,0.9213483146067416,1.0,0.0,4.0,True,1.0,82.0,82.0,82.0,82.0
66189,56.0,38.0,2.0,2.0,20.0,2.0,4.0,0.0,1.3571428571428572,1.0,1.0,3.0,True,3.0,25.333333333333332,9.0,64.0,3.0
66191,23.0,19.0,2.0,2.0,6.0,2.0,4.0,0.0,1.6521739130434783,1.0,1.0,3.0,True,3.0,12.666666666666666,4.0,30.0,4.0
66192,10.0,17.0,3.0,2.0,1.0,8.0,7.0,1.0,3.4,3.0,3.0,4.0,True,9.0,3.7777777777777777,3.0,9.0,3.0
66193,13.0,9.0,2.0,2.0,5.0,1.0,4.0,0.0,1.3846153846153846,1.0,2.0,3.0,True,2.0,9.0,9.0,15.0,3.0
66194,60.0,19.0,2.0,2.0,41.0,0.0,2.0,0.0,0.6333333333333333,1.0,0.0,3.0,True,1.0,38.0,38.0,38.0,38.0
66198,20.0,25.0,2.0,2.0,2.0,7.0,5.0,0.0,2.5,2.0,2.0,4.0,True,8.0,6.25,4.5,18.0,3.0
66199,61.0,10.0,2.0,2.0,51.0,0.0,3.0,0.0,0.32786885245901637,0.0,0.0,2.0,True,1.0,20.0,20.0,20.0,20.0
66201,9.0,8.0,6.0,3.0,1.0,0.0,3.0,1.0,1.7777777777777777,2.0,1.0,3.0,True,1.0,16.0,16.0,16.0,16.0
66204,13.0,19.0,4.0,3.0,1.0,7.0,6.0,1.0,2.923076923076923,3.0,2.0,4.0,True,8.0,4.75,5.0,8.0,3.0
66205,85.0,85.0,2.0,2.0,15.0,15.0,6.0,0.0,2.0,2.0,1.0,4.0,True,16.0,10.625,6.0,64.0,3.0
66207,43.0,9.0,2.0,2.0,34.0,0.0,2.0,0.0,0.4186046511627907,0.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
66209,30.0,19.0,2.0,2.0,12.0,1.0,5.0,0.0,1.2666666666666666,1.0,1.0,3.0,True,2.0,19.0,19.0,35.0,3.0
66210,70.0,42.0,2.0,2.0,28.0,0.0,4.0,0.0,1.2,1.0,1.0,3.0,True,1.0,84.0,84.0,84.0,84.0
66211,88.0,85.0,2.0,2.0,13.0,10.0,8.0,0.0,1.9318181818181819,2.0,2.0,4.0,True,11.0,15.454545454545455,7.0,80.0,3.0
66213,11.0,17.0,2.0,2.0,2.0,8.0,5.0,0.0,3.090909090909091,3.0,3.0,3.0,True,9.0,3.7777777777777777,4.0,5.0,3.0
66214,18.0,26.0,2.0,2.0,2.0,10.0,5.0,0.0,2.888888888888889,3.0,2.0,3.0,True,11.0,4.7272727272727275,4.0,8.0,2.0
66215,80.0,37.0,2.0,2.0,43.0,0.0,3.0,0.0,0.925,1.0,1.0,3.0,True,1.0,74.0,74.0,74.0,74.0
66216,75.0,23.0,2.0,2.0,52.0,0.0,2.0,0.0,0.6133333333333333,0.0,0.0,2.0,True,1.0,46.0,46.0,46.0,46.0
66217,13.0,19.0,2.0,2.0,2.0,8.0,5.0,0.0,2.923076923076923,3.0,3.0,4.0,True,9.0,4.222222222222222,4.0,7.0,3.0
66218,24.0,18.0,2.0,2.0,7.0,1.0,4.0,0.0,1.5,1.0,1.0,3.0,True,2.0,18.0,18.0,29.0,7.0
66219,11.0,15.0,5.0,3.0,1.0,5.0,5.0,1.0,2.727272727272727,3.0,3.0,3.0,True,6.0,5.0,3.5,13.0,3.0
66220,42.0,36.0,2.0,2.0,9.0,3.0,5.0,0.0,1.7142857142857142,2.0,1.0,3.0,True,4.0,18.0,8.5,51.0,4.0
66221,27.0,23.0,2.0,2.0,5.0,1.0,4.0,0.0,1.7037037037037037,1.0,1.0,3.0,True,2.0,23.0,23.0,43.0,3.0
66222,55.0,18.0,2.0,2.0,37.0,0.0,3.0,0.0,0.6545454545454545,1.0,1.0,2.0,True,1.0,36.0,36.0,36.0,36.0
66223,10.0,10.0,2.0,2.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,4.0,True,3.0,6.666666666666667,3.0,14.0,3.0
66225,8.0,10.0,4.0,2.0,1.0,3.0,4.0,1.0,2.5,3.0,3.0,3.0,True,4.0,5.0,4.0,9.0,3.0
66226,26.0,22.0,2.0,2.0,6.0,2.0,4.0,0.0,1.6923076923076923,2.0,1.0,3.0,True,3.0,14.666666666666666,6.0,35.0,3.0
66228,64.0,54.0,2.0,2.0,16.0,6.0,8.0,0.0,1.6875,2.0,2.0,4.0,True,7.0,15.428571428571429,6.0,71.0,3.0
66231,8.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,1.75,1.0,1.0,3.0,True,2.0,7.0,7.0,11.0,3.0
66232,44.0,14.0,2.0,2.0,30.0,0.0,2.0,0.0,0.6363636363636364,1.0,1.0,3.0,True,1.0,28.0,28.0,28.0,28.0
66234,13.0,19.0,5.0,3.0,1.0,7.0,5.0,1.0,2.923076923076923,3.0,2.0,3.0,True,8.0,4.75,4.0,12.0,3.0
66237,15.0,14.0,2.0,2.0,2.0,1.0,4.0,0.0,1.8666666666666667,2.0,2.0,4.0,True,2.0,14.0,14.0,23.0,5.0
66239,15.0,17.0,6.0,3.0,1.0,3.0,5.0,1.0,2.2666666666666666,2.0,1.0,3.0,True,4.0,8.5,4.0,23.0,3.0
66240,61.0,23.0,2.0,2.0,38.0,0.0,5.0,0.0,0.7540983606557377,1.0,0.0,3.0,True,1.0,46.0,46.0,46.0,46.0
66241,9.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,1.5555555555555556,2.0,2.0,2.0,True,1.0,14.0,14.0,14.0,14.0
66244,59.0,43.0,2.0,2.0,19.0,3.0,4.0,0.0,1.4576271186440677,1.0,1.0,4.0,True,4.0,21.5,5.0,72.0,4.0
66245,39.0,32.0,2.0,2.0,9.0,2.0,5.0,0.0,1.641025641025641,1.0,1.0,4.0,True,3.0,21.333333333333332,8.0,51.0,5.0
66247,55.0,45.0,2.0,2.0,15.0,5.0,5.0,0.0,1.6363636363636365,1.0,1.0,3.0,True,6.0,15.0,7.5,52.0,4.0
66248,59.0,38.0,2.0,2.0,25.0,4.0,4.0,0.0,1.2881355932203389,1.0,0.0,4.0,True,5.0,15.2,5.0,58.0,3.0
66249,18.0,21.0,2.0,2.0,4.0,7.0,5.0,0.0,2.3333333333333335,3.0,4.0,3.0,True,8.0,5.25,5.0,7.0,3.0
66251,45.0,31.0,2.0,2.0,15.0,1.0,4.0,0.0,1.3777777777777778,1.0,1.0,3.0,True,2.0,31.0,31.0,58.0,4.0
66252,18.0,13.0,2.0,2.0,6.0,1.0,5.0,0.0,1.4444444444444444,1.0,2.0,3.0,True,2.0,13.0,13.0,23.0,3.0
66254,12.0,13.0,2.0,2.0,3.0,4.0,5.0,0.0,2.1666666666666665,2.0,2.0,4.0,True,5.0,5.2,3.0,13.0,3.0
66260,50.0,50.0,2.0,2.0,5.0,5.0,4.0,0.0,2.0,2.0,1.0,4.0,True,6.0,16.666666666666668,7.0,61.0,3.0
66262,13.0,18.0,2.0,2.0,2.0,7.0,6.0,0.0,2.769230769230769,3.0,2.0,4.0,True,8.0,4.5,3.5,9.0,3.0
66264,82.0,57.0,2.0,2.0,25.0,0.0,4.0,0.0,1.3902439024390243,1.0,1.0,3.0,True,1.0,114.0,114.0,114.0,114.0
66267,16.0,22.0,2.0,2.0,2.0,8.0,6.0,0.0,2.75,3.0,3.0,4.0,True,9.0,4.888888888888889,3.0,15.0,3.0
66268,12.0,7.0,2.0,2.0,5.0,0.0,4.0,0.0,1.1666666666666667,1.0,0.0,3.0,True,1.0,14.0,14.0,14.0,14.0
66270,18.0,30.0,5.0,3.0,1.0,13.0,7.0,1.0,3.3333333333333335,3.0,2.0,5.0,True,14.0,4.285714285714286,3.5,13.0,3.0
66273,24.0,9.0,2.0,2.0,15.0,0.0,4.0,0.0,0.75,1.0,0.0,2.0,True,1.0,18.0,18.0,18.0,18.0
66274,30.0,15.0,2.0,2.0,15.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,True,1.0,30.0,30.0,30.0,30.0
66277,10.0,12.0,5.0,3.0,1.0,3.0,4.0,1.0,2.4,2.0,2.0,4.0,True,4.0,6.0,3.5,14.0,3.0
66279,8.0,14.0,2.0,2.0,1.0,7.0,5.0,2.0,3.5,4.0,5.0,4.0,True,8.0,3.5,3.5,4.0,3.0
66280,8.0,9.0,4.0,2.0,1.0,2.0,5.0,1.0,2.25,2.0,2.0,3.0,True,3.0,6.0,4.0,10.0,4.0
66283,32.0,21.0,2.0,2.0,11.0,0.0,3.0,0.0,1.3125,1.0,1.0,3.0,True,1.0,42.0,42.0,42.0,42.0
66285,70.0,56.0,2.0,2.0,17.0,3.0,6.0,0.0,1.6,1.0,1.0,3.0,True,4.0,28.0,6.5,95.0,4.0
66287,17.0,14.0,2.0,2.0,5.0,2.0,3.0,0.0,1.6470588235294117,2.0,2.0,3.0,True,3.0,9.333333333333334,7.0,16.0,5.0
66291,84.0,54.0,2.0,2.0,33.0,3.0,5.0,0.0,1.2857142857142858,1.0,1.0,3.0,True,4.0,27.0,5.5,93.0,4.0
66292,70.0,66.0,2.0,2.0,14.0,10.0,5.0,0.0,1.8857142857142857,2.0,2.0,4.0,True,11.0,12.0,9.0,30.0,3.0
66294,36.0,29.0,2.0,2.0,9.0,2.0,4.0,0.0,1.6111111111111112,2.0,2.0,3.0,True,3.0,19.333333333333332,6.0,47.0,5.0
66297,94.0,46.0,2.0,2.0,49.0,1.0,4.0,0.0,0.9787234042553191,1.0,0.0,3.0,True,2.0,46.0,46.0,89.0,3.0
66300,32.0,10.0,2.0,2.0,22.0,0.0,3.0,0.0,0.625,0.0,0.0,2.0,True,1.0,20.0,20.0,20.0,20.0
66303,34.0,9.0,2.0,2.0,25.0,0.0,3.0,0.0,0.5294117647058824,0.0,0.0,3.0,True,1.0,18.0,18.0,18.0,18.0
66307,46.0,16.0,2.0,2.0,30.0,0.0,2.0,0.0,0.6956521739130435,1.0,1.0,2.0,True,1.0,32.0,32.0,32.0,32.0
66308,40.0,5.0,2.0,2.0,35.0,0.0,1.0,0.0,0.25,0.0,0.0,2.0,True,1.0,10.0,10.0,10.0,10.0
66309,31.0,13.0,2.0,2.0,20.0,2.0,3.0,0.0,0.8387096774193549,1.0,0.0,4.0,True,3.0,8.666666666666666,3.0,20.0,3.0
66310,15.0,24.0,5.0,3.0,1.0,10.0,5.0,1.0,3.2,3.0,3.0,4.0,True,11.0,4.363636363636363,4.0,8.0,3.0
66312,21.0,19.0,2.0,2.0,5.0,3.0,3.0,0.0,1.8095238095238095,2.0,1.0,3.0,True,4.0,9.5,3.5,28.0,3.0
66313,66.0,59.0,2.0,2.0,18.0,11.0,5.0,0.0,1.7878787878787878,1.0,1.0,3.0,True,12.0,9.833333333333334,4.0,67.0,3.0
66315,8.0,13.0,3.0,2.0,1.0,6.0,5.0,2.0,3.25,3.0,3.0,4.0,True,7.0,3.7142857142857144,3.0,5.0,3.0
66316,47.0,16.0,2.0,2.0,31.0,0.0,3.0,0.0,0.6808510638297872,1.0,0.0,2.0,True,1.0,32.0,32.0,32.0,32.0
66319,27.0,6.0,2.0,2.0,21.0,0.0,2.0,0.0,0.4444444444444444,0.0,0.0,3.0,True,1.0,12.0,12.0,12.0,12.0
66321,76.0,55.0,2.0,2.0,22.0,1.0,5.0,0.0,1.4473684210526316,1.0,1.0,4.0,True,2.0,55.0,55.0,106.0,4.0
66322,13.0,18.0,5.0,3.0,1.0,6.0,5.0,1.0,2.769230769230769,3.0,3.0,4.0,True,7.0,5.142857142857143,4.0,9.0,3.0
66323,51.0,3.0,2.0,2.0,48.0,0.0,1.0,0.0,0.11764705882352941,0.0,0.0,2.0,True,1.0,6.0,6.0,6.0,6.0
66324,15.0,8.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0666666666666667,1.0,1.0,3.0,True,2.0,8.0,8.0,13.0,3.0
66325,68.0,36.0,2.0,2.0,34.0,2.0,5.0,0.0,1.0588235294117647,1.0,1.0,3.0,True,3.0,24.0,9.0,54.0,9.0
66327,20.0,27.0,7.0,4.0,1.0,8.0,7.0,1.0,2.7,2.0,2.0,3.0,True,9.0,6.0,4.0,21.0,3.0
66331,8.0,6.0,2.0,2.0,3.0,1.0,4.0,0.0,1.5,2.0,2.0,3.0,True,2.0,6.0,6.0,9.0,3.0
66332,33.0,40.0,2.0,2.0,2.0,9.0,5.0,0.0,2.4242424242424243,2.0,3.0,4.0,True,10.0,8.0,5.5,25.0,3.0
66333,16.0,10.0,2.0,2.0,6.0,0.0,3.0,0.0,1.25,1.0,2.0,2.0,True,1.0,20.0,20.0,20.0,20.0
66338,83.0,59.0,2.0,2.0,26.0,2.0,4.0,0.0,1.4216867469879517,1.0,1.0,3.0,True,3.0,39.333333333333336,11.0,98.0,9.0
66339,9.0,6.0,2.0,2.0,5.0,2.0,3.0,0.0,1.3333333333333333,1.0,0.0,3.0,True,3.0,4.0,3.0,6.0,3.0
66343,26.0,28.0,2.0,2.0,4.0,6.0,5.0,0.0,2.1538461538461537,2.0,1.0,4.0,True,7.0,8.0,6.0,23.0,3.0
66346,11.0,10.0,2.0,2.0,3.0,2.0,4.0,0.0,1.8181818181818181,2.0,2.0,4.0,True,3.0,6.666666666666667,5.0,12.0,3.0
66349,15.0,9.0,2.0,2.0,7.0,1.0,2.0,0.0,1.2,1.0,1.0,3.0,True,2.0,9.0,9.0,15.0,3.0
66350,12.0,19.0,3.0,2.0,1.0,8.0,4.0,2.0,3.1666666666666665,3.0,3.0,3.0,True,9.0,4.222222222222222,4.0,6.0,3.0
66351,29.0,24.0,2.0,2.0,6.0,1.0,6.0,0.0,1.6551724137931034,1.0,1.0,3.0,True,2.0,24.0,24.0,45.0,3.0
66352,8.0,8.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,True,3.0,5.333333333333333,3.0,10.0,3.0
66353,64.0,47.0,2.0,2.0,18.0,1.0,5.0,0.0,1.46875,1.0,1.0,3.0,True,2.0,47.0,47.0,91.0,3.0
66354,16.0,17.0,2.0,2.0,3.0,4.0,4.0,0.0,2.125,2.0,2.0,3.0,True,5.0,6.8,4.0,17.0,4.0
66355,16.0,17.0,2.0,2.0,3.0,4.0,5.0,0.0,2.125,2.0,1.0,3.0,True,5.0,6.8,4.0,19.0,3.0
